id	author	title	date
10.2307/2872480	Peggy Knapp	Ben Jonson and the Publicke Riot	1979
10.2307/30031999	Scott Juengel	Countenancing History: Mary Wollstonecraft_ Samuel Stanhope Smith_ and Enlightenment Racial Science	2001
10.2307/1343846		Back Matter	1991
10.2307/2871786	Maurice Charney	The Dramatic Use of Imagery in Shakespeare's Coriolanus	1956
10.1086/653414	Jeremy Gilbert‐Rolfe	Critical Response <br></br>III Response to Saree Makdisi's “The Architecture of Erasure”	2010
10.2307/1344204	Rosalind E. Krauss	Reinventing the Medium	1999
10.2307/2872168	Isabel G. MacCaffrey	The Meditative Paradigm	1965
10.1086/668048	W. J. T. Mitchell	Image_ Space_ Revolution: The Arts of Occupation	2012
10.2307/1343816	Mieke Bal	Telling_ Showing_ Showing off	1992
10.2307/1342976	Donald Davidson	What Metaphors Mean	1978
10.2307/2873294	Rose A. Zimbardo	At Zero Point: Discourse_ Politics_ and Satire in Restoration England	1992
10.2307/1343138		Back Matter	1980
10.2307/1344297	Lisa Ruddick	Professional Harassment	2000
10.2307/2872447		Front Matter	1978
10.2307/1343744	Mark Kelman	Reasonable Evidence of Reasonableness	1991
10.2307/1343733		Editorial Notes	1990
10.2307/2873010	Arthur Kirsch	Hamlet's Grief	1981
10.2307/20184422	Elizabeth Abel	Double Take: Photography_ Cinema_ and the Segregated Theater	2008
10.2307/30032065	Daniel Hack	"Sublimation Strange": Allegory and Authority in "Bleak House"	1999
10.1086/653416	Saree Makdisi	Critical Response <br></br>V Letter to the Editors	2010
10.1086/513531	Akeel Bilgrami	<i>Critical Response</i><i> II</i> Reply to Bruce Robbins’s “Not without Reason”	2007
10.2307/1342785	Ralph W. Rader	Fact_ Theory_ and Literary Explanation	1974
10.2307/1344172	Mary Poovey	Sex in America	1998
10.1086/599594	Sheldon Pollock	Future Philology? The Fate of a Soft Science in a Hard World	2009
10.2307/2872302	Patrick O'Flaherty	Johnson as Satirist: A New Look at the Vanity of Human Wishes	1967
10.2307/2872592	Roy Roussel	Reflections on the Letter: The Reconciliation of Distance and Presence in Pamela	1974
10.2307/1343973	Miriam Bratu Hansen	"Schindler's List" Is Not "Shoah": The Second Commandment_ Popular Modernism_ and Public Memory	1996
10.2307/2871734		Address by Raymond D. Havens Presenting the Edwin Greenlaw Portrait to the Johns Hopkins University	1941
10.2307/2872458		Front Matter	1976
10.2307/1343331		Back Matter	1982
10.2307/1344100	Dominick LaCapra	Trauma_ Absence_ Loss	1999
10.2307/2871931	Rebecca P. Parkin	Mythopoeic Activity in the Rape of the Lock	1954
10.2307/2871643	GarDIner Stillwell	Chaucer's Plowman and the Contemporary English Peasant	1939
10.2307/1344081	Catherine M. Cole	Reading Blackface in West Africa: Wonders Taken for Signs	1996
10.1086/508092	Stanley Cavell	Excerpts from Memory	2006
10.2307/1344053	Amitava Kumar	The Poet's Corpse in the Capitalist's Fish Tank	1997
10.2307/30032093	John P. Farrell	The Partners' Tale: Dickens and "Our Mutual Friend"	1999
10.2307/2872201	Clark Griffith	Edward Taylor and the Momentum of Metaphor	1966
10.2307/27654628	Theresa M. Kelley	Romantic Temporality_ Contingency_ and Mary Shelley	2008
10.2307/2872990	Harold Toliver	Herrick's Book of Realms and Moments	1982
10.2307/30029951	Keith Wilhite	His Mind Was Full of Absences: Whitman at the Scene of Writing	2004
10.2307/1343411	John Guillory	The Ideology of Canon-Formation: T. S. Eliot and Cleanth Brooks	1983
10.2307/1343413		Back Matter	1983
10.1086/661651	Anmol Chaddha - William Julius Wilson	IV<br></br><i>The Wire's</i> Impact: A Rejoinder	2011
10.1086/343240		Books of Critical Interest	2002
10.2307/2872799		Back Matter	1980
10.2307/27654615	Julia H. Lee	Estrangement on a Train: Race and Narratives of American Identity	2008
10.1086/659350	Jean Le Bitoux - Nicolae Morar - Daniel W. Smith	At the Source of Thought_ Silence_ and Laughter	2011
10.2307/30030127	John Plotz	Coriolanus and the Failure of Performatives	1996
10.2307/1343339	Amelie Oksenberg Rorty	Experiments in Philosophic Genre: Descartes' "Meditations"	1983
10.1086/599584	Lorraine Daston	Science Studies and the History of Science	2009
10.2307/2871488	Hazelton Spencer	Mr. Pepys is not Amused	1940
10.2307/1343934		Back Matter	1995
10.2307/23356365	MELISSA E. SANCHEZ	"IN MY SELFE THE SMART I TRY": FEMALE PROMISCUITY IN "ASTROPHIL AND STELLA"	2013
10.2307/2871721	Richard C. Boys	A Finding-List of English Poetical Miscellanies 1700-48 in Selected American Libraries	1940
10.2307/2872840	Ann Coiro	Herrick's Hesperides: The Name and the Frame	1985
10.2307/1343676		Editorial Notes	1988
10.2307/1344058		Editorial Notes	1997
10.2307/2871875	Paul Fussell_ Jr.	The Gestic Symbolism of T. S. Eliot	1955
10.2307/2872425	Phillip C. Boardman	Courtly Language and the Strategy of Consolation in the Book of the Duchess	1977
10.2307/2873426	Walter Benn Michaels	The New Modernism	1992
10.2307/2873036	Elizabeth Freund	Twelfth Night and the Tyranny of Interpretation	1986
10.2307/2872258	John Fraser	Dust and Dreams and the Great Gatsby	1965
10.2307/30030214	Sambudha Sen	"Bleak House" and "Little Dorrit": The Radical Heritage	1998
10.2307/1342824	Richard Martin	Correction: Traditional Ballads Musically Considered	1976
10.2307/30030207	Edward Gieskes	"He Is but a Bastard to the Time": Status and Service in "The Troublesome Raigne of John" and Shakespeare's "King John"	1998
10.2307/2872456	Barry Ahearn	Origins of "A": Zukofsky's Materials for Collage	1978
10.2307/1343571	Steven Knapp - Walter Benn Michaels	Against Theory 2: Hermeneutics and Deconstruction	1987
10.2307/1343242	James R. Kincaid	"Fiction and the Shape of Belief": Fifteen Years Later	1979
10.2307/1343568		Front Matter	1987
10.2307/2872865	Sean Kane	Spenserian Ecology	1983
10.2307/2872353	Thomas E. Maresca	Pope's Defense of Satire: The First Satire of the Second Book of Horace_ Imitated	1964
10.2307/2872403		Back Matter	1970
10.2307/2873371	Linda Zionkowski	Bridging the Gulf Between: The Poet and the Audience in the Work of Gray	1991
10.2307/1343238		Front Matter	1979
10.2307/1343842	John Barrell	Subject and Sentence: The Poetry of Tom Raworth	1991
10.2307/2873224	Peter J. Bellis	In the Window-Seat: Vision and Power in Jane Eyre	1987
10.2307/27654611	Barbara Correll	Terms of "Indearment": Lyric and General Economy in Shakespeare and Donne	2008
10.2307/2872158	Martin E. Mueller	Pathos and Katharsis in Samson Agonistes	1964
10.2307/2873050	Robert Cummings	Windsor-Forest as a Silvan Poem	1987
10.2307/1342879	Steven Mailloux	Stanley Fish's "Interpreting the Variorum": Advance or Retreat?	1976
10.2307/1344090	Robert Morris	Cézanne's Mountains	1998
10.2307/1343088	Eugene Eoyang	Beyond Visual and Aural Criteria: The Importance of Flavor in Chinese Literary Criticism	1979
10.2307/1343496	Ernesto Laclau - Amy G. Reiter-McIntosh	Psychoanalysis and Marxism	1987
10.2307/1343695		Front Matter	1988
10.2307/2873126	Geraldine Friedman	History in the Background of Wordsworth's "Blind Beggar"	1989
10.2307/2871447	Francis R. Johnson	Marlowe's Astronomy and Renaissance Skepticism	1946
10.2307/27654612	David Glimp	"Utopia" and Global Risk Management	2008
10.2307/1343788	Donald Preziosi	The Question of Art History	1992
10.2307/2872035	Sidney Warhaft	The Mystery of Hamlet	1963
10.2307/1344223		Front Matter	2000
10.2307/1343359		Back Matter	1983
10.2307/20184432	Michael Fried	Seven Poems	2008
10.2307/1343560	Jacques Derrida - Peggy Kamuf	But_ beyond... (Open Letter to Anne McClintock and Rob Nixon)	1986
10.2307/2873228	David Bywaters	Gulliver's Travels and the Mode of Political Parallel During Walpole's Administration	1987
10.2307/2872667	John Lemly	Masks and Self-Portraits in Jonson's Late Poetry	1977
10.2307/2871462	Lee Elbert Holt	Samuel Butler and his Victorian Critics	1941
10.2307/1343951	Victoria Silver	A Matter of Interpretation	1993
10.1086/589490		Books of Critical Interest	2008
10.2307/30032105	Timothy Peltason	The Way We Read and Write Now: The Rhetoric of Experience in Victorian Literature and Contemporary Criticism	1999
10.2307/1344261	Daniel Tiffany	Lyric Substance: On Riddles_ Materialism_ and Poetic Obscurity	2001
10.2307/2872069	D. J. Hughes	Coherence and Collapse in Shelley_ with Particular Reference to Epipsychidion	1961
10.2307/1343762		Back Matter	1992
10.2307/1343613	Stanley Cavell	Ugly Duckling_ Funny Butterfly: Bette Davis and "Now_ Voyager"	1990
10.2307/2872472	Clark Griffith	Pudd'N Head Wilson as Dark Comedy	1976
10.1086/667421	Carol Armstrong	Automatism and Agency Intertwined: A Spectrum of Photographic Intentionality	2012
10.2307/1343618	Michael Ann Holly	Past Looking	1990
10.2307/1344075	Jacques Derrida - Pascale-Anne Brault - Michael Naas	Adieu	1996
10.1086/596644	Sean Shesgreen	Canonizing the Canonizer: A Short History of <i>The Norton Anthology of English Literature</i>	2009
10.1086/598814	Aviad Kleinberg	Apophthegmata	2009
10.1086/421152	Dipesh Chakrabarty	Where Is the Now?	2004
10.2307/2872870	Susan Morgan	Old Heroes and a New Heroine in the Waverley Novels	1983
10.2307/1344136	William H. Epstein	Tryouts: A Memoir	1998
10.2307/2873318	Andrew Galloway	Chaucer's Legend of Lucrece and the Critique of Ideology in Fourteenth-Century England	1993
10.2307/2872839	Michael O'Connell	The Idolatrous Eye: Iconoclasm_ Anti-Theatricalism_ and the Image of the Elizabethan Theater	1985
10.1086/376308	Christopher Newfield	<i>Critical Response I</i> The Value of Nonscience	2003
10.2307/2873098	David Lawton	Dullness and the Fifteenth Century	1987
10.2307/1343858	Walter Benn Michaels	The No-Drop Rule	1994
10.1086/599596	M. H. Abrams	V.	2009
10.2307/2871921		Volume Information	1962
10.2307/30031903		Volume Information	2000
10.1086/662751	Joseph Carroll	III<br></br>An Open Letter to Jonathan Kramnick	2012
10.2307/1344233		Back Matter	2000
10.2307/2871463	A. M. Buchan	The Political Allegory of Book IV of the Faerie Queene	1944
10.2307/1343126		Front Matter	1980
10.2307/40664623	TOSHIAKI KOMURA	MODERN ELEGY AND THE FICTION AND CREATION OF LOSS: WALLACE STEVENS'S "THE OWL IN THE SARCOPHAGUS"	2010
10.2307/1343919		Front Matter	1995
10.1086/421146	Mary Poovey	For What It’s Worth …	2004
10.2307/2873369	William R. Morse	Metacriticism and Materiality: The Case of Shakespeare's The Winter's Tale	1991
10.2307/2871671		Raymond Dexter Havens	1940
10.2307/30029879	Robert R. Edwards	Translating Thebes: Lydgate's "Siege of Thebes" and Stow's Chaucer	2003
10.2307/2872628	Dennis Taylor	The Patterns in Hardy's Poetry	1975
10.2307/1343079		Recent Books by Our Contributors	1978
10.2307/41337578	SAMUEL FALLON	MILTON'S STRANGE GOD: THEOLOGY AND NARRATIVE FORM IN "PARADISE LOST"	2012
10.2307/2871561	Meyer Howard Abrams	Unconscious Expectations in the Reading of Poetry	1942
10.2307/30029557	Lori Branch	"As Blood is Forced out of Flesh": Spontaneity and the Wounds of Exchange in "Grace Abounding" and "The Pilgrim's Progress"	2007
10.1086/511493	J. Hillis Miller	Derrida Enisled	2007
10.1086/444521		Books of Critical Interest	2005
10.2307/1342878	Douglas Bush	Professor Fish on the Milton "Variorum"	1976
10.2307/1343351	Michael André Bernstein	When the Carnival Turns Bitter: Preliminary Reflections upon the Abject Hero	1983
10.2307/2873445	Peter T. Murphy	Impersonation and Authorship in Romantic Britain	1992
10.2307/2872363	Robert M. Philmus	Swift_ Gulliver_ and "The Thing Which Was Not"	1971
10.2307/2873013	John Reichert	"Against His Better Knowledge": A Case for Adam	1981
10.2307/1343382	Jonathan Crewe	Toward Uncritical Practice	1983
10.2307/30032053	James Dougal Fleming	Meanwhile_ Medusa in "Paradise Lost"	2002
10.2307/2872422		Back Matter	1976
10.2307/2872998	David Scott Kastan	All's Well That Ends Well and the Limits of Comedy	1985
10.2307/1343525	Paul Feyerabend	Creativity: A Dangerous Myth	1987
10.2307/30031995	Mark Netzloff	"Counterfeit Egyptians" and Imagined Borders: Jonson's "The Gypsies Metamorphosed"	2001
10.2307/1343206	Donald Wesling	Difficulties of the Bardic: Literature and the Human Voice	1981
10.2307/1343850	Jean-Luc Marion - Thomas A. Carlson	Metaphysics and Phenomenology: A Relief for Theology	1994
10.2307/2871746	Harrison Hayford	Two New Letters of Herman Melville	1944
10.2307/2873076	Deidre Lynch	"Beating the Track of the Alphabet": Samuel Johnson_ Tourism_ and the ABCs of Modern Authority	1990
10.2307/2873186	Joshua K. Scodel	"Your Distance Keep": Pope's Epitaphic Stance	1988
10.2307/1343710		Front Matter	1991
10.2307/2872178	Richard Levin	The Unity of Elizabethan Multiple-Plot Drama	1967
10.2307/1344108		Volume Information	1998
10.2307/1343717	Lorraine Daston	Marvelous Facts and Miraculous Evidence in Early Modern Europe	1991
10.2307/30032104	Janet Gezari	Fathoming "Remembrance": Emily Brontë in Context	1999
10.2307/30030246	Robert D. Hume	Before the Bard: "Shakespeare" in Early Eighteenth-Century London	1997
10.2307/2871689	J. H. Hagstrum	On Dr. Johnson's Fear of Death	1947
10.2307/30029575	Linda M. Austin	Aesthetic Embarrassment: The Reversion to the Picturesque in Nineteenth-Century English Tourism	2007
10.2307/2871499	Thomas A. Kirby	Carlyle and Irving	1946
10.2307/2871738	Helene Maxwell Hooker	Charles Montagu's Reply to the Hind and the Panther	1941
10.2307/2871593	Charles E. Ward	The Tempest: A Restoration Opera Problem	1946
10.2307/2872759	Ross C. Murfin	The Art of Representation: Collins' The Moonstone and Dickens' Example	1982
10.1086/653409	Dan Rabinowitz	The Right to Refuse: Abject Theory and the Return of Palestinian Refugees	2010
10.2307/1343377	Michael Fried	The Structure of Beholding in Courbet's "Burial at Ornans"	1983
10.2307/2871581	Paull F. Baum	Chaucer's `The House of Fame'	1941
10.2307/1343485	Henry Staten	Rorty's Circumvention of Derrida	1986
10.2307/1343419	Betsy Erkkila	Greta Garbo: Sailing beyond the Frame	1985
10.2307/2872537	J. Douglas Canfield	The Jewel of Great Price: Mutability and Constancy in Dryden's all for Love	1975
10.2307/30029911	Christopher Kendrick	The Imperial Laboratory: Discovering Forms in "The New Atlantis"	2003
10.2307/1343786	Pierre Vidal-Naquet - Janet Lloyd	Atlantis and the Nations	1992
10.2307/2872213	Roger B. Wilkenfeld	Act and Emblem: The Conclusion of Samson Agonistes	1965
10.2307/30030082	Lynn M. Voskuil	Acting Naturally: Brontë_ Lewes_ and the Problem of Gender Performance	1995
10.2307/30030185	Kate E. Brown	Beloved Objects: Mourning_ Materiality_ and Charlotte Brontë's "Never-Ending Story"	1998
10.2307/30031914	Sean McCann	The Imperiled Republic: Norman Mailer and the Poetics of Anti-Liberalism	2000
10.2307/1343147	Frederic K. Hargreaves_ Jr.	The Concept of Private Meaning in Modern Criticism	1981
10.2307/2872555	Richard J. Berleth	Heavens Favorable and Free: Belphoebe's Nativity in The Faerie Queene	1973
10.2307/1343984	O. K. Werckmeister	Hitler the Artist	1997
10.2307/2873148	Thomas Hyatt Luxon	The Pilgrim's Passive Progress: Luther and Bunyan on Talking and Doing_ Word and Way	1986
10.2307/2871560	Marvin Laser	The Growth and Structure of Poe's Concept of Beauty	1948
10.2307/2872875		Front Matter	1982
10.2307/1344106		Books of Critical Interest	1999
10.2307/1343599		Books of Critical Interest	1989
10.2307/1343747	Charles Bernheimer	Response to Peter Brooks	1991
10.2307/2873081		Back Matter	1990
10.2307/2873278		Volume Information	1991
10.2307/1343375		Volume Information	1983
10.2307/30030096	Mark A. Wollaeger	Stephen/Joyce_ Joyce/Haacke: Modernism and the Social Function of Art	1995
10.2307/30031925	Denise Gigante	Facing the Ugly: The Case of "Frankenstein"	2000
10.2307/2872345	Michael Cavanagh	A Meeting of Epic and History: Books XI and XII of Paradise Lost	1971
10.2307/1343049	Robert Denham	The No-Man's Land of Competing Patterns	1977
10.2307/1344138	James Elkins	Precision_ Misprecision_ Misprision	1998
10.2307/1343143		Thomas Parkinson	1981
10.2307/2873138	Adela Pinch	Female Chatter: Meter_ Masochism_ and the Lyrical Ballads	1988
10.2307/2872260		Front Matter	1971
10.1086/662744	Richard Moran	Kant_ Proust_ and the Appeal of Beauty	2012
10.2307/1343148	Joel Rudinow	Duchamp's Mischief	1981
10.2307/2872105	Bernard Benstock	Exiles: "Paradox Lust" and "Lost Paladays"	1969
10.2307/2873298	Katherine Kearns	A Tropology of Realism in Hard Times	1992
10.2307/1343592	Hans-Georg Gadamer - John McCumber	Back from Syracuse?	1989
10.1086/667422	Patrick Maynard	Arts_ Agents_ Artifacts: Photography's Automatisms	2012
10.2307/2873156		Volume Information	1989
10.2307/27654644	Sharon B. Oster	The Shop of Curiosities: Henry James_ "The Jew_" and the Production of Value	2008
10.2307/1344087	Robert J. Richards	Rhapsodies on a Cat-Piano_ or Johann Christian Reil and the Foundations of Romantic Psychiatry	1998
10.2307/30029903		Back Matter	2003
10.2307/1342936	Catharine R. Stimpson	The Mind_ the Body_ and Gertrude Stein	1977
10.2307/27742946	Joseph Valente - Margot Backus	"An Iridescence Difficult to Account For": Sexual Initiation in Joyce's Fiction of Development	2009
10.2307/1343822		Front Matter	1992
10.2307/40963183	DEIDRE SHAUNA LYNCH	"YOUNG LADIES ARE DELICATE PLANTS": JANE AUSTEN AND GREENHOUSE ROMANTICISM	2010
10.2307/2871665		[Obituary: Ray Heffner]	1942
10.2307/3039475	Vincent Pecora	Heart of Darkness and the Phenomenology of Voice	1985
10.2307/2872533		Back Matter	1977
10.2307/2871798	Robert P. Creed	The Making of an Anglo-Saxon Poem	1959
10.2307/2872934	Ronald Berman	Wycherley's Unheroic Society	1984
10.2307/30030189	Stefan Mattessich	Imperium_ Misogyny_ and Postmodern Parody in Thomas Pynchon's "V."	1998
